review_id,date,department,rating,review_text
514,2024-09-11,Spa & Wellness,1,Towels and toiletries were not restocked regarding spa & wellness. Thank you to the team.
412,2024-09-12,Housekeeping,4,"Quick response to our requests, very efficient regarding housekeeping."
435,2024-09-12,Spa & Wellness,1,Check-in took far too long and felt disorganized regarding spa & wellness.
528,2024-09-13,Front Desk,5,Staff greeted us warmly every single day regarding front desk. Thank you to the team.
499,2024-09-14,Spa & Wellness,3,"Room was okay, standard hotel amenities regarding spa & wellness. Thank you to the team."
217,2024-09-14,Spa & Wellness,2,Room was not properly cleaned upon arrival regarding spa & wellness. Would recommend to others.
141,2024-09-15,F&B / Restaurant,3,"Location was convenient, hotel was as described regarding f&b / restaurant."
109,2024-09-15,Housekeeping,5,Loved the attention to detail in the room regarding housekeeping. Thank you to the team.
191,2024-09-15,Housekeeping,3,"Average experience overall, met basic expectations regarding housekeeping. Will definitely consider staying again."
386,2024-09-16,Spa & Wellness,2,Billing error took days to resolve regarding spa & wellness. Would recommend to others.
578,2024-09-17,Front Desk,3,"Average experience overall, met basic expectations regarding front desk. Thank you to the team."
27,2024-09-18,Front Desk,4,Breakfast selection was excellent and fresh regarding front desk. Would recommend to others.
508,2024-09-19,Housekeeping,5,Concierge went above and beyond to help us regarding housekeeping. Would recommend to others.
265,2024-09-19,Spa & Wellness,4,Staff greeted us warmly every single day regarding spa & wellness. Would recommend to others.
433,2024-09-20,Concierge,4,Staff greeted us warmly every single day regarding concierge.
11,2024-09-20,Front Desk,3,"Location was convenient, hotel was as described regarding front desk. Would recommend to others."
546,2024-09-21,Spa & Wellness,5,Breakfast selection was excellent and fresh regarding spa & wellness.
426,2024-09-22,Spa & Wellness,2,Air conditioning was not working properly regarding spa & wellness. Thank you to the team.
391,2024-09-22,Spa & Wellness,5,Concierge went above and beyond to help us regarding spa & wellness. Would recommend to others.
282,2024-09-24,F&B / Restaurant,2,Long wait times at the restaurant regarding f&b / restaurant. Overall a decent trip.
287,2024-09-24,F&B / Restaurant,5,Check-in was fast and seamless regarding f&b / restaurant. Thank you to the team.
315,2024-09-24,Spa & Wellness,3,"Room was okay, standard hotel amenities regarding spa & wellness. Overall a decent trip."
484,2024-09-25,F&B / Restaurant,4,Check-in was fast and seamless regarding f&b / restaurant. Will definitely consider staying again.
356,2024-09-25,Front Desk,4,"Beautiful property, exceeded our expectations regarding front desk."
526,2024-09-25,Front Desk,5,Staff greeted us warmly every single day regarding front desk. Will definitely consider staying again.
545,2024-09-26,Housekeeping,2,Billing error took days to resolve regarding housekeeping.
80,2024-09-27,F&B / Restaurant,4,Room was spotless and beautifully maintained regarding f&b / restaurant. Overall a decent trip.
133,2024-09-28,Front Desk,1,Room was not properly cleaned upon arrival regarding front desk. Overall a decent trip.
301,2024-09-29,Spa & Wellness,4,Room was spotless and beautifully maintained regarding spa & wellness. Would recommend to others.
242,2024-09-30,Spa & Wellness,1,Breakfast was cold and options were limited regarding spa & wellness. Overall a decent trip.
518,2024-09-30,Concierge,5,Loved the attention to detail in the room regarding concierge.
329,2024-10-01,Concierge,4,Check-in was fast and seamless regarding concierge.
482,2024-10-02,F&B / Restaurant,2,Long wait times at the restaurant regarding f&b / restaurant. Would recommend to others.
481,2024-10-02,F&B / Restaurant,3,"Room was okay, standard hotel amenities regarding f&b / restaurant. Will definitely consider staying again."
209,2024-10-02,Spa & Wellness,3,"Average experience overall, met basic expectations regarding spa & wellness. Thank you to the team."
344,2024-10-03,Housekeeping,2,Billing error took days to resolve regarding housekeeping. Would recommend to others.
249,2024-10-03,Front Desk,4,"Beautiful property, exceeded our expectations regarding front desk. Thank you to the team."
186,2024-10-03,Spa & Wellness,5,Check-in was fast and seamless regarding spa & wellness. Thank you to the team.
339,2024-10-05,Concierge,5,Breakfast selection was excellent and fresh regarding concierge. Overall a decent trip.
247,2024-10-05,Housekeeping,5,Concierge went above and beyond to help us regarding housekeeping. Would recommend to others.
221,2024-10-06,Spa & Wellness,5,Room was spotless and beautifully maintained regarding spa & wellness. Overall a decent trip.
586,2024-10-07,Front Desk,2,Noise from the hallway disturbed our sleep regarding front desk.
323,2024-10-08,Concierge,5,Concierge went above and beyond to help us regarding concierge.
126,2024-10-08,Spa & Wellness,5,The staff was incredibly friendly and helpful regarding spa & wellness. Overall a decent trip.
228,2024-10-09,Housekeeping,5,The staff was incredibly friendly and helpful regarding housekeeping. Thank you to the team.
405,2024-10-09,Housekeeping,1,Air conditioning was not working properly regarding housekeeping. Will definitely consider staying again.
316,2024-10-09,Concierge,2,Staff seemed inattentive and slow to respond regarding concierge. Overall a decent trip.
394,2024-10-09,Concierge,1,Check-in took far too long and felt disorganized regarding concierge.
254,2024-10-10,F&B / Restaurant,4,"Beautiful property, exceeded our expectations regarding f&b / restaurant. Thank you to the team."
146,2024-10-10,Housekeeping,5,Concierge went above and beyond to help us regarding housekeeping. Would recommend to others.
415,2024-10-10,Housekeeping,5,Room was spotless and beautifully maintained regarding housekeeping. Thank you to the team.
543,2024-10-11,Front Desk,4,Staff greeted us warmly every single day regarding front desk. Thank you to the team.
548,2024-10-12,Spa & Wellness,5,"Quick response to our requests, very efficient regarding spa & wellness. Would recommend to others."
248,2024-10-13,Spa & Wellness,5,Breakfast selection was excellent and fresh regarding spa & wellness. Would recommend to others.
582,2024-10-15,F&B / Restaurant,4,Room was spotless and beautifully maintained regarding f&b / restaurant. Thank you to the team.
364,2024-10-16,Housekeeping,5,Loved the attention to detail in the room regarding housekeeping.
409,2024-10-16,Housekeeping,2,Billing error took days to resolve regarding housekeeping. Thank you to the team.
110,2024-10-16,Spa & Wellness,5,"Beautiful property, exceeded our expectations regarding spa & wellness. Will definitely consider staying again."
176,2024-10-16,Concierge,3,"Service was acceptable, no major issues regarding concierge. Overall a decent trip."
463,2024-10-17,Spa & Wellness,5,Breakfast selection was excellent and fresh regarding spa & wellness.
489,2024-10-18,Housekeeping,5,Staff greeted us warmly every single day regarding housekeeping.
256,2024-10-19,Front Desk,1,Towels and toiletries were not restocked regarding front desk. Thank you to the team.
123,2024-10-20,Front Desk,2,Staff seemed inattentive and slow to respond regarding front desk. Will definitely consider staying again.
122,2024-10-21,Front Desk,1,Breakfast was cold and options were limited regarding front desk. Overall a decent trip.
417,2024-10-22,Front Desk,2,Long wait times at the restaurant regarding front desk.
296,2024-10-22,F&B / Restaurant,2,Towels and toiletries were not restocked regarding f&b / restaurant. Overall a decent trip.
460,2024-10-22,Concierge,5,Room was spotless and beautifully maintained regarding concierge.
35,2024-10-23,Housekeeping,3,"Stay was fine, nothing particularly memorable regarding housekeeping. Thank you to the team."
388,2024-10-23,Housekeeping,4,"Beautiful property, exceeded our expectations regarding housekeeping. Thank you to the team."
271,2024-10-24,Front Desk,5,Breakfast selection was excellent and fresh regarding front desk. Thank you to the team.
69,2024-10-28,F&B / Restaurant,3,"Service was acceptable, no major issues regarding f&b / restaurant."
462,2024-10-28,F&B / Restaurant,4,"Beautiful property, exceeded our expectations regarding f&b / restaurant."
201,2024-10-28,F&B / Restaurant,5,The staff was incredibly friendly and helpful regarding f&b / restaurant.
97,2024-10-29,Concierge,5,Breakfast selection was excellent and fresh regarding concierge. Thank you to the team.
139,2024-10-29,Spa & Wellness,4,The staff was incredibly friendly and helpful regarding spa & wellness. Will definitely consider staying again.
84,2024-10-29,Spa & Wellness,3,"Service was acceptable, no major issues regarding spa & wellness. Overall a decent trip."
357,2024-10-30,Front Desk,3,"Stay was fine, nothing particularly memorable regarding front desk. Would recommend to others."
66,2024-10-30,Concierge,3,"Average experience overall, met basic expectations regarding concierge."
370,2024-10-30,F&B / Restaurant,3,"Location was convenient, hotel was as described regarding f&b / restaurant. Overall a decent trip."
215,2024-10-30,Spa & Wellness,3,"Stay was fine, nothing particularly memorable regarding spa & wellness."
116,2024-10-30,F&B / Restaurant,2,Room was not properly cleaned upon arrival regarding f&b / restaurant. Thank you to the team.
81,2024-10-31,Concierge,5,"Quick response to our requests, very efficient regarding concierge. Would recommend to others."
1,2024-11-01,Concierge,2,Billing error took days to resolve regarding concierge. Overall a decent trip.
197,2024-11-01,Housekeeping,4,Check-in was fast and seamless regarding housekeeping. Overall a decent trip.
421,2024-11-01,Housekeeping,4,Loved the attention to detail in the room regarding housekeeping. Would recommend to others.
237,2024-11-02,Front Desk,3,"Location was convenient, hotel was as described regarding front desk. Will definitely consider staying again."
486,2024-11-02,Spa & Wellness,4,The staff was incredibly friendly and helpful regarding spa & wellness. Overall a decent trip.
381,2024-11-02,Front Desk,5,Loved the attention to detail in the room regarding front desk. Would recommend to others.
106,2024-11-04,F&B / Restaurant,5,Room was spotless and beautifully maintained regarding f&b / restaurant.
74,2024-11-04,Concierge,4,Staff greeted us warmly every single day regarding concierge. Overall a decent trip.
259,2024-11-04,Spa & Wellness,4,Loved the attention to detail in the room regarding spa & wellness. Thank you to the team.
465,2024-11-04,Spa & Wellness,2,Long wait times at the restaurant regarding spa & wellness. Will definitely consider staying again.
93,2024-11-05,Housekeeping,4,Concierge went above and beyond to help us regarding housekeeping.
117,2024-11-06,Concierge,3,"Service was acceptable, no major issues regarding concierge. Would recommend to others."
591,2024-11-07,Spa & Wellness,4,Check-in was fast and seamless regarding spa & wellness. Would recommend to others.
307,2024-11-07,Concierge,3,"Location was convenient, hotel was as described regarding concierge."
183,2024-11-08,F&B / Restaurant,3,"Location was convenient, hotel was as described regarding f&b / restaurant. Will definitely consider staying again."
331,2024-11-09,Housekeeping,4,The spa treatment was relaxing and professional regarding housekeeping. Thank you to the team.
158,2024-11-10,Front Desk,1,Staff seemed inattentive and slow to respond regarding front desk. Will definitely consider staying again.
361,2024-11-11,Spa & Wellness,3,"Location was convenient, hotel was as described regarding spa & wellness. Overall a decent trip."
374,2024-11-13,Spa & Wellness,2,Air conditioning was not working properly regarding spa & wellness. Will definitely consider staying again.
527,2024-11-13,Concierge,4,"Quick response to our requests, very efficient regarding concierge."
166,2024-11-13,Concierge,4,Room was spotless and beautifully maintained regarding concierge.
454,2024-11-13,Spa & Wellness,3,"Room was okay, standard hotel amenities regarding spa & wellness."
485,2024-11-14,Front Desk,3,"Room was okay, standard hotel amenities regarding front desk. Thank you to the team."
236,2024-11-14,Concierge,2,Check-in took far too long and felt disorganized regarding concierge. Will definitely consider staying again.
297,2024-11-14,Front Desk,2,Requested items never arrived at our room regarding front desk. Would recommend to others.
15,2024-11-14,Front Desk,5,The spa treatment was relaxing and professional regarding front desk. Overall a decent trip.
555,2024-11-15,Front Desk,3,"Average experience overall, met basic expectations regarding front desk. Will definitely consider staying again."
78,2024-11-16,Front Desk,3,"Service was acceptable, no major issues regarding front desk. Overall a decent trip."
338,2024-11-16,Concierge,4,The staff was incredibly friendly and helpful regarding concierge. Will definitely consider staying again.
276,2024-11-17,Housekeeping,5,The spa treatment was relaxing and professional regarding housekeeping. Overall a decent trip.
576,2024-11-18,Front Desk,5,Room was spotless and beautifully maintained regarding front desk.
451,2024-11-19,Housekeeping,4,"Quick response to our requests, very efficient regarding housekeeping."
372,2024-11-19,Concierge,4,Room was spotless and beautifully maintained regarding concierge. Overall a decent trip.
447,2024-11-20,Front Desk,4,Room was spotless and beautifully maintained regarding front desk. Thank you to the team.
199,2024-11-21,Spa & Wellness,5,Concierge went above and beyond to help us regarding spa & wellness. Will definitely consider staying again.
261,2024-11-21,Concierge,5,Concierge went above and beyond to help us regarding concierge. Overall a decent trip.
156,2024-11-21,Housekeeping,5,Staff greeted us warmly every single day regarding housekeeping. Would recommend to others.
55,2024-11-21,Concierge,2,Towels and toiletries were not restocked regarding concierge. Thank you to the team.
334,2024-11-21,Housekeeping,3,"Location was convenient, hotel was as described regarding housekeeping. Overall a decent trip."
532,2024-11-22,Concierge,1,Staff seemed inattentive and slow to respond regarding concierge. Overall a decent trip.
171,2024-11-23,Concierge,4,Staff greeted us warmly every single day regarding concierge.
177,2024-11-23,Spa & Wellness,3,"Stay was fine, nothing particularly memorable regarding spa & wellness."
473,2024-11-24,Spa & Wellness,4,Check-in was fast and seamless regarding spa & wellness. Would recommend to others.
42,2024-11-24,Concierge,5,"Beautiful property, exceeded our expectations regarding concierge. Overall a decent trip."
262,2024-11-24,Front Desk,5,Breakfast selection was excellent and fresh regarding front desk.
584,2024-11-24,Concierge,1,Noise from the hallway disturbed our sleep regarding concierge. Overall a decent trip.
87,2024-11-24,Housekeeping,5,Check-in was fast and seamless regarding housekeeping. Thank you to the team.
313,2024-11-24,F&B / Restaurant,3,"Average experience overall, met basic expectations regarding f&b / restaurant. Will definitely consider staying again."
371,2024-11-24,Spa & Wellness,4,Loved the attention to detail in the room regarding spa & wellness. Would recommend to others.
523,2024-11-25,Front Desk,4,Breakfast selection was excellent and fresh regarding front desk.
599,2024-11-26,Spa & Wellness,3,"Stay was fine, nothing particularly memorable regarding spa & wellness."
592,2024-11-27,F&B / Restaurant,4,Room was spotless and beautifully maintained regarding f&b / restaurant. Overall a decent trip.
510,2024-11-27,Front Desk,4,Concierge went above and beyond to help us regarding front desk.
304,2024-11-27,Housekeeping,5,"Beautiful property, exceeded our expectations regarding housekeeping. Will definitely consider staying again."
190,2024-11-28,Housekeeping,3,"Location was convenient, hotel was as described regarding housekeeping. Overall a decent trip."
579,2024-11-29,Front Desk,4,Room was spotless and beautifully maintained regarding front desk. Thank you to the team.
554,2024-11-29,Concierge,3,"Location was convenient, hotel was as described regarding concierge. Will definitely consider staying again."
115,2024-11-30,Housekeeping,4,Loved the attention to detail in the room regarding housekeeping. Overall a decent trip.
360,2024-12-01,Spa & Wellness,5,Breakfast selection was excellent and fresh regarding spa & wellness. Thank you to the team.
575,2024-12-01,Spa & Wellness,1,Room was not properly cleaned upon arrival regarding spa & wellness. Will definitely consider staying again.
418,2024-12-01,Concierge,3,"Room was okay, standard hotel amenities regarding concierge. Would recommend to others."
95,2024-12-02,Spa & Wellness,4,The staff was incredibly friendly and helpful regarding spa & wellness. Thank you to the team.
300,2024-12-03,Front Desk,5,Room was spotless and beautifully maintained regarding front desk. Thank you to the team.
597,2024-12-04,Front Desk,1,Requested items never arrived at our room regarding front desk. Will definitely consider staying again.
96,2024-12-04,Housekeeping,5,Breakfast selection was excellent and fresh regarding housekeeping.
498,2024-12-04,Front Desk,4,Concierge went above and beyond to help us regarding front desk. Thank you to the team.
260,2024-12-05,Housekeeping,4,Loved the attention to detail in the room regarding housekeeping.
380,2024-12-05,Front Desk,4,Concierge went above and beyond to help us regarding front desk. Would recommend to others.
337,2024-12-06,Spa & Wellness,3,"Room was okay, standard hotel amenities regarding spa & wellness. Would recommend to others."
525,2024-12-06,Spa & Wellness,5,Check-in was fast and seamless regarding spa & wellness.
130,2024-12-07,Concierge,3,"Room was okay, standard hotel amenities regarding concierge."
34,2024-12-07,Spa & Wellness,1,Towels and toiletries were not restocked regarding spa & wellness.
319,2024-12-08,Housekeeping,4,"Quick response to our requests, very efficient regarding housekeeping. Would recommend to others."
235,2024-12-09,Front Desk,4,"Quick response to our requests, very efficient regarding front desk. Would recommend to others."
13,2024-12-09,F&B / Restaurant,2,Staff seemed inattentive and slow to respond regarding f&b / restaurant. Would recommend to others.
429,2024-12-09,Concierge,5,Breakfast selection was excellent and fresh regarding concierge. Would recommend to others.
277,2024-12-09,Concierge,5,The spa treatment was relaxing and professional regarding concierge. Would recommend to others.
175,2024-12-09,Housekeeping,2,Check-in took far too long and felt disorganized regarding housekeeping. Thank you to the team.
519,2024-12-11,Front Desk,5,Staff greeted us warmly every single day regarding front desk.
184,2024-12-11,Front Desk,5,Concierge went above and beyond to help us regarding front desk.
23,2024-12-11,Spa & Wellness,4,"Quick response to our requests, very efficient regarding spa & wellness."
241,2024-12-12,Housekeeping,4,Breakfast selection was excellent and fresh regarding housekeeping.
57,2024-12-13,F&B / Restaurant,4,The staff was incredibly friendly and helpful regarding f&b / restaurant. Thank you to the team.
516,2024-12-13,Housekeeping,5,The staff was incredibly friendly and helpful regarding housekeeping. Thank you to the team.
515,2024-12-14,F&B / Restaurant,5,Concierge went above and beyond to help us regarding f&b / restaurant. Would recommend to others.
45,2024-12-14,Front Desk,5,Room was spotless and beautifully maintained regarding front desk. Overall a decent trip.
37,2024-12-14,Front Desk,3,"Room was okay, standard hotel amenities regarding front desk. Thank you to the team."
280,2024-12-14,F&B / Restaurant,5,Staff greeted us warmly every single day regarding f&b / restaurant. Will definitely consider staying again.
521,2024-12-17,Front Desk,4,Check-in was fast and seamless regarding front desk.
397,2024-12-17,Spa & Wellness,3,"Average experience overall, met basic expectations regarding spa & wellness. Thank you to the team."
326,2024-12-17,F&B / Restaurant,4,"Quick response to our requests, very efficient regarding f&b / restaurant. Will definitely consider staying again."
345,2024-12-18,F&B / Restaurant,1,Room was not properly cleaned upon arrival regarding f&b / restaurant. Will definitely consider staying again.
140,2024-12-18,Concierge,2,Breakfast was cold and options were limited regarding concierge.
194,2024-12-18,Spa & Wellness,4,Room was spotless and beautifully maintained regarding spa & wellness.
295,2024-12-18,Spa & Wellness,4,Loved the attention to detail in the room regarding spa & wellness. Thank you to the team.
289,2024-12-20,Concierge,2,Room was not properly cleaned upon arrival regarding concierge. Would recommend to others.
353,2024-12-20,Spa & Wellness,5,Concierge went above and beyond to help us regarding spa & wellness. Thank you to the team.
457,2024-12-20,Front Desk,4,The spa treatment was relaxing and professional regarding front desk. Would recommend to others.
375,2024-12-21,Housekeeping,5,Check-in was fast and seamless regarding housekeeping. Thank you to the team.
233,2024-12-21,Spa & Wellness,4,"Quick response to our requests, very efficient regarding spa & wellness."
225,2024-12-21,F&B / Restaurant,4,Room was spotless and beautifully maintained regarding f&b / restaurant. Would recommend to others.
36,2024-12-21,Spa & Wellness,5,Room was spotless and beautifully maintained regarding spa & wellness.
411,2024-12-22,Housekeeping,3,"Stay was fine, nothing particularly memorable regarding housekeeping."
495,2024-12-23,F&B / Restaurant,5,The spa treatment was relaxing and professional regarding f&b / restaurant.
541,2024-12-23,Concierge,1,Noise from the hallway disturbed our sleep regarding concierge. Thank you to the team.
205,2024-12-24,Housekeeping,1,Staff seemed inattentive and slow to respond regarding housekeeping. Will definitely consider staying again.
234,2024-12-24,Front Desk,5,Staff greeted us warmly every single day regarding front desk.
477,2024-12-24,F&B / Restaurant,4,Breakfast selection was excellent and fresh regarding f&b / restaurant. Thank you to the team.
172,2024-12-25,F&B / Restaurant,5,Staff greeted us warmly every single day regarding f&b / restaurant.
407,2024-12-25,Housekeeping,2,Staff seemed inattentive and slow to respond regarding housekeeping. Will definitely consider staying again.
567,2024-12-25,Housekeeping,2,Towels and toiletries were not restocked regarding housekeeping. Would recommend to others.
346,2024-12-25,F&B / Restaurant,5,Check-in was fast and seamless regarding f&b / restaurant. Would recommend to others.
332,2024-12-26,F&B / Restaurant,3,"Stay was fine, nothing particularly memorable regarding f&b / restaurant. Would recommend to others."
6,2024-12-27,Concierge,3,"Service was acceptable, no major issues regarding concierge. Will definitely consider staying again."
464,2024-12-28,Housekeeping,3,"Average experience overall, met basic expectations regarding housekeeping."
4,2024-12-28,Concierge,4,Breakfast selection was excellent and fresh regarding concierge. Thank you to the team.
408,2024-12-29,Front Desk,4,The staff was incredibly friendly and helpful regarding front desk. Thank you to the team.
363,2024-12-30,Spa & Wellness,5,Staff greeted us warmly every single day regarding spa & wellness. Will definitely consider staying again.
5,2024-12-30,F&B / Restaurant,5,Loved the attention to detail in the room regarding f&b / restaurant. Overall a decent trip.
